4
568757
enex
284647540 282474800
231471640 73586800
239043000 87899400
167736900 57803880
231682850 267821250
231748340 267987300
221601210 268237210
198496560 279963300
203196320 248070720
225452080 277933300
242529080 77085080
255512160 166372200
246006700 285350950
252123960 75341720
265811200 85700560
265939600 81895440
259385900 69093220
217108560 71750800
189647360 80442300
118347360 80442300
140377520 87872240
211903760 65346810
211293480 65563780
212283900 44804650
211704900 69093220
210913600 81895440
212968200 85700560
212861900 57803880
196357520 44804650
210539400 89875200
199466320 106095280
99314120 150623400
143118250 285350950
130334390 282191420
95323700 285350950
168593500 162647650
171863500 95674550
158669460 284944700
108362220 284944700
198660430 87872240
88166680 80835280
150269400 89875200
155937300 75052600
125290480 85700560
25538190 10746350
79682170 72977950
10746350 25538190
71412600 166372200
22492600 87899400
19963620 44804650
39148490 284944700
33052520 72977950
18998240 85700560
7402800 87899400
219575360 85700560
213189980 72977950
161074530 44804650
211415130 284944700
129940650 128289270
80781230 284944700
225123230 284944700
24349120 71750800
64055470 74038480
68379400 89875200
29372600 87899400
20950670 284944700
137720160 81895440
69359050 69823720
234412440 71750800
234463820 81895440
20475360 81895440
150357110 284944700
289041310 251639310
338382600 283294640
265481000 237068000
182481090 131287200
178843400 134148860
302130320 75842800
301427500 256771010
266970720 225484060
204739110 250837110
250837110 204739110
225951860 271751860
271751860 225951860
255701720 204600720
204600720 255701720
268717400 309672880
311065840 264371260
264371260 311065840
309672880 268717400
268237210 221601210
263198680 279862340
279862340 263198680
267987300 231748340
267821250 231682850
77085080 242529080
150623400 99314120
248070720 203196320
69823720 69359050
68136250 209221250
44804650 161074530
43632700 291194200
40361900 102398280
65563780 211293480
65211580 250389680
65346810 211903760
172788080 172586080
175218700 175317700
70115580 219981610
69310420 218936500
68080800 267665400
68262430 243422000
71684330 198654940
68205100 253566000
67964420 209332090
79421700 218821300
55482500 256565000
55886820 239538910
53418600 232044400
61013970 271433000
76932960 242989620
74727400 265443050
162647650 168593500
105722160 224910960
128289270 129940650
106067220 228169110
106095280 199466320
166372200 71412600
174667300 253205440
74038480 64055470
73586800 231471640
78717450 236700500
54311200 280526000
68807650 285332900
57803880 212861900
92416340 209491680
71706650 263018190
85700560 219575360
80442300 118347360
81895440 20475360
95674550 171863500
75341720 252123960
89875200 68379400
89345390 274976350
80835280 88166680
76436440 246248040
69093220 211704900
58788150 47961470
71750800 234412440
72977950 213189980
75052600 155937300
87872240 198660430
87899400 29372600
74622180 283099900
75842800 277173320
282191420 130334390
282474800 284647540
277029250 246759540
278732300 213497300
272020770 244607570
277933300 225452080
279963300 198496560
284944700 150357110
277173320 75842800
275520200 75842800
277443600 75842800
287343600 75842800
282703360 75842800
280283240 75842800
279194240 75842800
287381720 75842800
285882600 75842800
273470520 75842800
268853100 214425710
285350950 95323700
290393360 75842800
285667880 75842800
280086600 75842800
137824100 71706650
254736240 310337240
310337240 254736240
248238900 304446900
304446900 248238900
250895400 105295400
105295400 250895400
219198950 276095950
276095950 219198950
231721050 199399600
199399600 231721050
202402520 203955520
203955520 202402520
118407960 159371840
159371840 118407960
171428900 240472140
141922740 240472140
169196980 240472140
240472140 169196980
241768260 66325700
66325700 241768260
66435650 161534360
161534360 66435650
140146500 141913500
141913500 140146500
242315140 59972140
59972140 242315140
260528350 62372050
62372050 260528350
40664600 65076960
65076960 40664600
182095070 65880870
65880870 182095070
143638220 68168780
68168780 219685060
206723080 70471690
70471690 206723080
219685060 68168780
23476100 68168780
208653600 52671440
52671440 208653600
233864360 239276040
239276040 233864360
250760720 244826840
244826840 250760720
280664280 274259440
274259440 280664280
88063030 172687010
172687010 88063030
161991720 74064080
118295450 205809600
227094610 44804650
78323680 44804650
195142650 44804650
139506190 44804650
168328490 44804650
244862880 44804650
167134530 44804650
136900380 44804650
212961090 44804650
265193090 44804650
162480900 44804650
221637280 44804650
218198090 44804650
65779490 44804650
9157990 44804650
149837940 44804650
68201130 43182050
131438060 43182050
246472040 43429400
107039250 38062250
224274750 38062250
260856500 38062250
232952920 43182050
225325640 43429400
126591050 44804650
126628430 44804650
83314890 43182050
70305520 43429400
283421240 43182050
136732430 44804650
127188050 44804650
27426510 43182050
214114140 44804650
70045200 287985400
138565900 74926640
223106110 92174220
11259810 92174220
8949080 92174220
105768840 91024920
280391640 91024920
16676360 91024920
173551250 149110750
149110750 173551250
95933840 144774880
196759920 136052690
97375450 136052690
243405760 136052690
136052690 243405760
111921820 65563780
254294320 65563780
244562320 65563780
223241400 65563780
115836060 65563780
133177520 65563780
220235700 162647650
215512600 162647650
197099350 162647650
202300600 162647650
210884600 162647650
204123850 162647650
219496600 162647650
219447600 162647650
180693590 184056060
184056060 180693590
150235300 152033760
152033760 150235300
105614220 102239690
102239690 105614220
150335500 140356000
140356000 150335500
139349200 138634470
138634470 139349200
143305400 142104740
142104740 143305400
end
